id,Driving_License,Region_Code,Previously_Insured,Policy_Sales_Channel,Response,Female,Male,Age,Annual_Premium,Vintage,Vehicle_Age,No_vehicle_damage,Vehicle_Damage
576,1,8.0,0,152.0,0,1.0,0.0,-1.0845169864250481,0.28446945528029327,-0.7690507773744176,0.0,0.0,1.0
274448,1,19.0,0,26.0,1,0.0,1.0,0.6561168775565288,-0.39948507872413325,-1.1515002026353638,1.0,0.0,1.0
162716,1,50.0,0,26.0,0,1.0,0.0,0.011437668674463318,-0.040921638320215774,0.5217160328812758,2.0,0.0,1.0
334072,1,6.0,0,156.0,1,0.0,1.0,1.7520715326560403,-1.6228533431482572,-1.0678393908595318,1.0,0.0,1.0
70618,1,41.0,1,152.0,0,0.0,1.0,-0.8911132237604285,0.6520376483191115,-0.9005177673078678,0.0,1.0,0.0
158539,1,8.0,1,160.0,0,0.0,1.0,-1.0845169864250481,-1.6228533431482572,0.8085531018269854,0.0,0.0,1.0
19480,1,20.0,1,153.0,0,1.0,0.0,-0.6977094610958088,-1.6228533431482572,0.8324561909057945,0.0,1.0,0.0
129603,1,15.0,1,152.0,0,1.0,0.0,-0.8911132237604285,-0.2186347887083531,-1.5698042615145236,0.0,1.0,0.0
376791,1,28.0,0,124.0,0,1.0,0.0,2.1388790579852794,1.5828385948763968,-0.4702621638893034,1.0,0.0,1.0
122630,1,24.0,0,26.0,0,0.0,1.0,2.2678148997616927,0.027456386526739974,-1.366628004344646,1.0,0.0,1.0
218940,1,28.0,0,25.0,0,0.0,1.0,2.0744111370970733,0.9032992944219862,-1.342724915265837,1.0,0.0,1.0
283054,1,20.0,1,152.0,0,0.0,1.0,-0.6332415402076023,-1.6228533431482572,-1.4263857270416689,0.0,1.0,0.0
151178,1,14.0,0,156.0,1,1.0,0.0,-0.5687736193193956,-0.3431327557831417,0.21097587485675698,0.0,0.0,1.0
160435,1,47.0,1,152.0,0,1.0,0.0,-0.8911132237604285,0.09897155100133855,-0.9124693118472724,0.0,1.0,0.0
95563,1,41.0,1,152.0,0,0.0,1.0,-0.5043056984311891,-0.24983189944991233,1.1431963489303132,0.0,1.0,0.0
35126,1,28.0,1,26.0,0,0.0,1.0,0.4627131148919092,0.39223601100765343,-1.5817558060539283,1.0,1.0,0.0
77612,1,15.0,0,55.0,0,1.0,0.0,0.14037351045087643,0.5213815923456165,0.6770861118935352,1.0,0.0,1.0
380978,1,12.0,0,122.0,0,0.0,1.0,-0.18196609399015634,0.008052596977986177,-1.4622403606598826,1.0,0.0,1.0
313174,1,15.0,1,152.0,0,0.0,1.0,-0.5687736193193956,0.45875499014933935,-1.342724915265837,0.0,1.0,0.0
361590,1,28.0,0,26.0,0,0.0,1.0,-0.8911132237604285,1.3376769424939388,1.095390170772695,0.0,0.0,1.0
231293,1,28.0,1,152.0,0,0.0,1.0,-0.375369856654776,0.7368566086220472,0.23487896393556612,0.0,1.0,0.0
30450,1,12.0,1,124.0,0,0.0,1.0,1.494199849103214,0.3864845883569749,0.6292799337359168,1.0,0.0,1.0
40450,1,28.0,0,152.0,0,1.0,0.0,-0.6977094610958088,-0.04161878045969196,0.8563592799846036,0.0,0.0,1.0
83425,1,50.0,1,152.0,0,1.0,0.0,-0.6977094610958088,0.40147314435571285,-0.07586119408895266,0.0,1.0,0.0
238926,1,20.0,1,26.0,0,0.0,1.0,1.3007960864385943,-1.6228533431482572,-0.18342509494359377,1.0,1.0,0.0
64233,1,37.0,1,152.0,0,1.0,0.0,-0.7621773819840153,0.19889525765959162,-0.18342509494359377,0.0,1.0,0.0
74268,1,4.0,0,26.0,1,1.0,0.0,-0.5687736193193956,-0.4005307919333475,1.1670994380091224,0.0,0.0,1.0
162302,1,12.0,0,26.0,0,0.0,1.0,0.8495206402211485,0.08438966125062836,-0.6614868765197764,1.0,0.0,1.0
67807,1,5.0,1,26.0,0,1.0,0.0,2.4612186624263126,-0.4449736033249543,1.537597318730664,1.0,1.0,0.0
194043,1,46.0,0,163.0,0,0.0,1.0,0.5271810357801158,-0.14793295672981008,1.5017426851124502,1.0,0.0,1.0
155727,1,28.0,0,155.0,0,1.0,0.0,-0.18196609399015634,0.3660350855990068,0.25878205301437524,1.0,1.0,0.0
112468,1,50.0,1,152.0,0,1.0,0.0,-1.0845169864250481,-0.5265973288219575,-0.9602754900048907,0.0,1.0,0.0
268636,1,8.0,1,19.0,0,1.0,0.0,0.2693093522272895,-0.06532161320188222,-1.701271251447974,1.0,1.0,0.0
173185,1,46.0,0,21.0,1,0.0,1.0,0.5271810357801158,-0.15670532865155204,0.127315063080925,1.0,0.0,1.0
140810,1,38.0,1,124.0,0,0.0,1.0,0.8495206402211485,-1.6228533431482572,-1.5817558060539283,1.0,1.0,0.0
207394,1,11.0,0,124.0,1,0.0,1.0,-0.2464340148783629,-0.48418784867048964,-1.0080816681625089,1.0,0.0,1.0
368061,1,28.0,0,26.0,1,0.0,1.0,1.365264007326801,-0.25813950994533685,-1.5459011724357146,1.0,0.0,1.0
14449,1,46.0,1,124.0,0,1.0,0.0,-0.2464340148783629,0.29271897059742813,0.6770861118935352,1.0,1.0,0.0
289001,1,28.0,0,26.0,1,0.0,1.0,0.785052719332942,0.8571717228599787,-0.37464980757406685,1.0,0.0,1.0
182955,1,8.0,1,7.0,0,1.0,0.0,1.6876036117678337,3.411500521900718,-0.23123127310121203,1.0,0.0,1.0
130723,1,46.0,0,26.0,1,1.0,0.0,1.365264007326801,0.8256260410486813,1.1670994380091224,2.0,0.0,1.0
47790,1,33.0,1,152.0,0,0.0,1.0,-0.8911132237604285,0.06504396688016424,1.5495488632700687,0.0,1.0,0.0
211957,1,9.0,1,152.0,0,0.0,1.0,-0.955581144648635,0.6073043610360562,0.23487896393556612,0.0,1.0,0.0
242947,1,32.0,1,152.0,0,1.0,0.0,-1.0200490655368415,0.11279820343428287,-0.42245598573168514,0.0,1.0,0.0
244198,1,23.0,0,124.0,1,0.0,1.0,1.236328165550388,0.39792933848004225,0.46195831018425293,1.0,0.0,1.0
100626,1,37.0,0,152.0,0,1.0,0.0,-1.1489849073132548,-1.6228533431482572,-1.4502888161204779,0.0,0.0,1.0
312516,1,36.0,0,152.0,0,1.0,0.0,-0.955581144648635,0.6279862445071831,-1.4741919051992871,0.0,0.0,1.0
127177,1,8.0,1,152.0,0,1.0,0.0,-1.0845169864250481,0.9281059355516804,-0.32684362941644857,0.0,1.0,0.0
1786,1,15.0,1,152.0,0,1.0,0.0,-0.6332415402076023,0.5289920607015649,-1.2949187371082185,0.0,1.0,0.0
120231,1,41.0,0,163.0,1,1.0,0.0,-0.375369856654776,0.03442780792150182,-1.6773681623691648,1.0,0.0,1.0
265905,1,15.0,0,1.0,0,0.0,1.0,0.3337772731154961,-1.6228533431482572,1.3822272397184046,0.0,1.0,0.0
338007,1,47.0,0,26.0,1,1.0,0.0,0.20484143133908297,0.11210106129480668,0.6412314782753215,1.0,0.0,1.0
94265,1,35.0,1,152.0,0,1.0,0.0,-0.8911132237604285,0.07271253041440227,1.2388087052455499,0.0,1.0,0.0
273870,1,28.0,1,122.0,0,0.0,1.0,2.4612186624263126,0.9314173607141923,-1.3307733707264322,1.0,1.0,0.0
129669,1,28.0,1,55.0,0,1.0,0.0,2.2678148997616927,-1.6228533431482572,0.3065882311719935,1.0,1.0,0.0
352481,1,35.0,0,124.0,1,0.0,1.0,1.1073923237739747,0.8917383539423395,0.46195831018425293,1.0,0.0,1.0
175213,1,6.0,0,124.0,1,0.0,1.0,0.785052719332942,-0.10349014533820332,1.4180818733366183,1.0,0.0,1.0
246826,1,29.0,0,26.0,0,0.0,1.0,-0.8266453028722219,2.7115117186883393,-0.7212445992167993,0.0,0.0,1.0
343665,1,29.0,0,26.0,1,0.0,1.0,0.9139885611093551,1.918803010925628,0.8444077354451991,1.0,0.0,1.0
150971,1,46.0,1,152.0,0,0.0,1.0,-1.0200490655368415,-0.07252541530980279,-1.0678393908595318,0.0,1.0,0.0
309805,1,28.0,0,124.0,0,0.0,1.0,0.5271810357801158,0.09275536692434257,-0.6256322429015628,1.0,1.0,0.0
286144,1,11.0,1,157.0,0,0.0,1.0,0.5271810357801158,-1.6228533431482572,1.370275695179,1.0,1.0,0.0
328606,1,33.0,1,152.0,0,1.0,0.0,-1.0845169864250481,-0.2496576139150433,-0.8646631336896541,0.0,1.0,0.0
221642,1,11.0,1,152.0,0,0.0,1.0,-0.7621773819840153,-0.9054940816272636,-1.6654166178297602,0.0,1.0,0.0
145663,1,15.0,1,152.0,0,0.0,1.0,-1.0200490655368415,1.0038039528631362,1.0475839926150767,0.0,1.0,0.0
209231,1,28.0,0,124.0,1,0.0,1.0,-0.1174981731019498,0.4850721059145653,0.8085531018269854,1.0,0.0,1.0
57028,1,33.0,0,7.0,1,1.0,0.0,0.20484143133908297,0.666561442891532,1.0356324480756722,1.0,0.0,1.0
372584,1,28.0,1,152.0,0,1.0,0.0,-0.8911132237604285,1.6803223040464834,-0.2790374512588303,0.0,1.0,0.0
111409,1,46.0,0,152.0,0,1.0,0.0,-0.955581144648635,0.34593415391077686,0.34244286479020725,0.0,1.0,0.0
65000,1,11.0,1,156.0,1,1.0,0.0,0.3337772731154961,-1.6228533431482572,1.621258130506496,1.0,0.0,1.0
23411,1,15.0,0,152.0,0,0.0,1.0,-1.0200490655368415,-1.6228533431482572,0.22292741939616154,0.0,1.0,0.0
253473,1,30.0,1,124.0,0,0.0,1.0,0.785052719332942,-0.6736362250731427,-1.4502888161204779,1.0,1.0,0.0
21051,1,28.0,0,122.0,1,1.0,0.0,-0.05303025221374324,-1.6228533431482572,1.6690643086641144,1.0,0.0,1.0
218398,1,37.0,0,26.0,0,1.0,0.0,1.94547529532066,0.29742468003889233,0.7248922900511534,1.0,1.0,0.0
372040,1,2.0,1,160.0,0,1.0,0.0,-0.8911132237604285,0.04290970395179539,-1.4741919051992871,0.0,1.0,0.0
76122,1,28.0,1,124.0,0,0.0,1.0,0.5271810357801158,-1.6228533431482572,-1.2471125589506002,1.0,1.0,0.0
10942,1,8.0,1,152.0,0,1.0,0.0,-1.1489849073132548,0.06876205829070389,-0.051958105010143515,0.0,1.0,0.0
110873,1,28.0,0,26.0,0,0.0,1.0,0.9139885611093551,-1.6228533431482572,-1.725174340526783,1.0,0.0,1.0
343963,1,28.0,0,26.0,1,0.0,1.0,0.3982451940037027,0.4534102337466886,-1.5817558060539283,1.0,0.0,1.0
80085,1,46.0,1,26.0,0,0.0,1.0,0.8495206402211485,-1.6228533431482572,0.3543944093296118,1.0,1.0,0.0
348943,1,28.0,0,124.0,1,1.0,0.0,0.3982451940037027,-0.25273665836439646,1.621258130506496,1.0,0.0,1.0
189893,1,29.0,0,154.0,1,0.0,1.0,-0.375369856654776,-0.29979375277903886,-1.3307733707264322,1.0,1.0,0.0
317279,1,28.0,1,26.0,0,0.0,1.0,0.6561168775565288,0.5853443836425565,-1.641513528750951,1.0,1.0,0.0
130900,1,28.0,0,124.0,1,0.0,1.0,-0.4398377775429826,1.692812767378765,0.34244286479020725,0.0,0.0,1.0
335999,1,28.0,1,26.0,0,0.0,1.0,1.0429244028857683,0.016708778543148797,-1.4980949942780963,1.0,1.0,0.0
162085,1,28.0,1,152.0,0,0.0,1.0,-0.6977094610958088,0.8123222452203441,-1.4622403606598826,0.0,1.0,0.0
108911,1,28.0,1,152.0,0,0.0,1.0,-0.955581144648635,0.13167913637842954,1.3344210615607863,0.0,1.0,0.0
341592,1,47.0,1,152.0,0,0.0,1.0,-0.8911132237604285,-0.1384634426685919,1.370275695179,0.0,1.0,0.0
92646,1,17.0,1,152.0,0,1.0,0.0,-0.6332415402076023,0.05144969516037865,0.3543944093296118,0.0,1.0,0.0
38919,1,36.0,0,156.0,1,0.0,1.0,-0.5043056984311891,-1.6228533431482572,0.5217160328812758,1.0,0.0,1.0
124773,1,25.0,0,152.0,0,0.0,1.0,-0.955581144648635,0.01560497015564484,0.7726984682087716,0.0,1.0,0.0
317260,1,28.0,0,120.0,1,1.0,0.0,0.011437668674463318,0.9362392605122359,-0.840760044610845,1.0,0.0,1.0
309728,1,36.0,0,154.0,1,0.0,1.0,0.3982451940037027,0.2905113538224202,-0.314892084877044,1.0,0.0,1.0
360790,1,22.0,0,152.0,0,1.0,0.0,-0.8266453028722219,-0.3198365892889792,1.6451612195853051,0.0,1.0,0.0
344864,1,46.0,0,155.0,0,0.0,1.0,0.20484143133908297,-0.12051203257708015,0.7607469236693671,1.0,0.0,1.0
14387,1,3.0,1,152.0,0,0.0,1.0,-0.5687736193193956,-0.29491375780270557,1.6332096750459006,0.0,1.0,0.0
305367,1,10.0,1,152.0,0,1.0,0.0,-0.7621773819840153,-0.048532106676164116,-0.02805501593133438,0.0,1.0,0.0
196361,1,37.0,0,124.0,0,1.0,0.0,-1.0200490655368415,-1.6228533431482572,0.8683108245240082,2.0,0.0,1.0
332985,1,41.0,0,153.0,0,0.0,1.0,0.9139885611093551,-0.048474011497874434,0.8802623690634128,1.0,0.0,1.0
373712,1,41.0,1,152.0,0,1.0,0.0,-0.7621773819840153,0.6131719740433141,1.430033417876023,0.0,1.0,0.0
213489,1,15.0,0,152.0,0,1.0,0.0,-0.955581144648635,0.8664088562080381,0.928068547221031,0.0,0.0,1.0
339212,1,28.0,1,152.0,0,0.0,1.0,-0.4398377775429826,-0.06549589873675127,-0.5778260647439445,0.0,1.0,0.0
93322,1,28.0,1,152.0,0,0.0,1.0,-0.6332415402076023,0.6920652261607023,-0.9483239454654862,0.0,1.0,0.0
165254,1,37.0,0,152.0,1,1.0,0.0,-0.6332415402076023,-0.22723287509522602,0.5336675774206803,0.0,0.0,1.0
336171,1,46.0,1,152.0,0,1.0,0.0,-0.6977094610958088,-0.6800847898632975,-0.04000656047073895,0.0,1.0,0.0
268509,1,41.0,1,152.0,0,0.0,1.0,-1.0200490655368415,0.17687718508780215,1.2149056161667406,0.0,1.0,0.0
223364,1,41.0,1,26.0,0,1.0,0.0,0.2693093522272895,-1.6228533431482572,-1.1275971135565546,1.0,1.0,0.0
367893,1,28.0,1,60.0,0,0.0,1.0,0.20484143133908297,0.6886376106416111,1.3463726061001908,1.0,1.0,0.0
172939,1,28.0,0,154.0,1,0.0,1.0,-0.1174981731019498,0.04000494503731129,0.4022005874872301,1.0,0.0,1.0
169298,1,35.0,1,152.0,0,1.0,0.0,-0.7621773819840153,-0.017334995934604868,0.24683050847497068,0.0,1.0,0.0
235328,1,41.0,1,152.0,0,1.0,0.0,-0.955581144648635,-0.6829314535994918,-0.2073281840224029,0.0,1.0,0.0
16255,1,41.0,0,152.0,1,1.0,0.0,-0.955581144648635,-0.43201837856635517,-0.9722270345442953,0.0,0.0,1.0
218901,1,3.0,0,152.0,1,1.0,0.0,0.14037351045087643,-0.4212126754044743,1.4778395960336412,1.0,0.0,1.0
312989,1,8.0,1,152.0,0,0.0,1.0,-1.0200490655368415,0.3219989404554279,1.2029540716273361,0.0,1.0,0.0
322961,1,12.0,0,26.0,0,1.0,0.0,0.6561168775565288,-1.6228533431482572,-1.259064103490005,1.0,0.0,1.0
165093,1,35.0,1,152.0,0,1.0,0.0,-0.8911132237604285,-0.16611674753448055,-1.2471125589506002,0.0,1.0,0.0
253869,1,47.0,0,152.0,0,0.0,1.0,-1.1489849073132548,0.16630386263908,0.07950888492330672,0.0,0.0,1.0
91358,1,29.0,0,26.0,0,0.0,1.0,0.785052719332942,0.7288975691963607,-0.18342509494359377,2.0,0.0,1.0
371717,1,30.0,1,152.0,0,1.0,0.0,-0.8911132237604285,-0.10662728496584614,-1.6056588951327373,0.0,1.0,0.0
372586,1,28.0,0,124.0,1,1.0,0.0,0.3982451940037027,1.2716227247785703,0.928068547221031,1.0,0.0,1.0
92403,1,2.0,1,152.0,0,1.0,0.0,-0.5687736193193956,0.11181058540335828,-1.1036940244777456,0.0,1.0,0.0
33195,1,28.0,1,124.0,0,1.0,0.0,0.7205847984447354,0.11552867681389793,0.03170270676568846,1.0,1.0,0.0
322936,1,20.0,0,26.0,1,0.0,1.0,0.14037351045087643,-1.6228533431482572,-1.175403291714173,1.0,0.0,1.0
113580,1,8.0,1,152.0,0,1.0,0.0,-0.8911132237604285,0.5282368233837991,-0.9961301236231044,0.0,1.0,0.0
319697,1,28.0,1,22.0,0,0.0,1.0,1.8810073744324534,0.20313620567473842,1.5734519523488777,1.0,0.0,1.0
86582,1,30.0,1,152.0,0,1.0,0.0,-1.0845169864250481,0.6927042731218889,-0.13561891678597549,0.0,1.0,0.0
135827,1,14.0,0,152.0,1,0.0,1.0,-1.0200490655368415,0.4417331029104625,-0.4105044411922806,0.0,0.0,1.0
77253,1,28.0,0,122.0,1,1.0,0.0,2.5901545042027254,-1.6228533431482572,1.4419849624154275,1.0,0.0,1.0
102366,1,25.0,1,152.0,0,1.0,0.0,-0.7621773819840153,0.2061571549458019,1.4778395960336412,0.0,1.0,0.0
320993,1,28.0,0,26.0,0,0.0,1.0,0.07590558956266988,0.7051947364541705,-1.4383372715810734,1.0,0.0,1.0
14910,1,28.0,0,157.0,1,1.0,0.0,-0.6977094610958088,-1.6228533431482572,1.370275695179,1.0,0.0,1.0
28454,1,28.0,0,156.0,0,1.0,0.0,-0.6977094610958088,1.0524877122698897,-1.3307733707264322,0.0,0.0,1.0
73139,1,45.0,1,152.0,0,0.0,1.0,-0.8266453028722219,-0.07955493188285431,0.4739098547236575,0.0,1.0,0.0
69902,1,29.0,1,152.0,0,0.0,1.0,-0.8911132237604285,0.005089742885212393,-1.641513528750951,0.0,1.0,0.0
93532,1,3.0,1,124.0,0,0.0,1.0,0.9784564819975616,0.17455337795621487,1.5734519523488777,1.0,1.0,0.0
10780,1,18.0,1,152.0,0,0.0,1.0,-0.8911132237604285,-0.31472421359948716,-0.37464980757406685,0.0,1.0,0.0
285512,1,28.0,0,124.0,0,0.0,1.0,0.4627131148919092,-0.02796641356161668,-1.0439363017807226,1.0,0.0,1.0
23066,1,35.0,0,26.0,0,1.0,0.0,0.5916489566683223,-0.2514004692637338,-0.757099232835013,1.0,0.0,1.0
15857,1,30.0,0,157.0,1,1.0,0.0,0.3337772731154961,0.15398768484166742,-0.8766146782290587,1.0,0.0,1.0
212250,1,8.0,0,157.0,1,1.0,0.0,1.816539453544247,-0.4409650360229662,0.4978129438024666,1.0,0.0,1.0
41554,1,17.0,1,22.0,0,0.0,1.0,0.2693093522272895,0.7943708351288324,-1.4861434497386916,1.0,0.0,1.0
266172,1,28.0,0,152.0,1,0.0,1.0,-0.2464340148783629,0.299864677527059,0.8444077354451991,1.0,0.0,1.0
72037,1,28.0,1,55.0,0,1.0,0.0,0.4627131148919092,0.3147951383475073,-1.617610439672142,1.0,1.0,0.0
55611,1,48.0,1,15.0,0,1.0,0.0,1.6876036117678337,-1.6228533431482572,0.8683108245240082,1.0,0.0,1.0
125785,1,21.0,0,152.0,1,1.0,0.0,-0.375369856654776,-0.05713019306303706,-0.9124693118472724,0.0,0.0,1.0
262893,1,28.0,0,26.0,1,0.0,1.0,1.1718602446621813,0.5045920858198985,0.5217160328812758,1.0,0.0,1.0
20674,1,21.0,1,152.0,0,0.0,1.0,-0.375369856654776,-0.6489457743000279,-0.14757046132538007,0.0,1.0,0.0
302648,1,45.0,0,124.0,1,0.0,1.0,-0.31090193576656944,1.07253054877983,-0.02805501593133438,1.0,0.0,1.0
30534,1,30.0,0,124.0,1,0.0,1.0,0.2693093522272895,-0.24524238036502746,0.9639231808392448,1.0,0.0,1.0
23217,1,41.0,0,152.0,0,1.0,0.0,-1.0845169864250481,1.1200524046207898,-0.9124693118472724,0.0,0.0,1.0
55462,1,48.0,0,124.0,0,1.0,0.0,1.0429244028857683,-1.6228533431482572,-0.9602754900048907,1.0,1.0,0.0
46760,1,34.0,0,152.0,0,1.0,0.0,-1.0200490655368415,-1.6228533431482572,0.5336675774206803,0.0,0.0,1.0
169228,1,4.0,1,152.0,0,1.0,0.0,-1.0845169864250481,-1.6228533431482572,0.5934253001177031,0.0,1.0,0.0
263213,1,28.0,1,122.0,0,0.0,1.0,1.816539453544247,1.7593317465204508,0.4739098547236575,1.0,1.0,0.0
215850,1,11.0,0,152.0,0,0.0,1.0,-0.6977094610958088,-1.6228533431482572,-1.259064103490005,0.0,0.0,1.0
95111,1,28.0,0,163.0,1,0.0,1.0,1.494199849103214,-1.6228533431482572,0.8683108245240082,1.0,0.0,1.0
244101,1,8.0,0,124.0,0,0.0,1.0,1.7520715326560403,0.5019778027968628,0.653183022814726,1.0,0.0,1.0
14657,1,28.0,0,124.0,1,0.0,1.0,0.011437668674463318,0.26669233072365056,0.4261036765660392,1.0,0.0,1.0
41198,1,7.0,0,124.0,0,0.0,1.0,1.0429244028857683,0.39235220136423277,0.3065882311719935,1.0,0.0,1.0
305763,1,28.0,0,13.0,0,0.0,1.0,0.3982451940037027,0.1680467179877705,1.3463726061001908,1.0,0.0,1.0
365565,1,3.0,0,121.0,0,0.0,1.0,-0.375369856654776,0.3115418083632851,-1.725174340526783,1.0,1.0,0.0
120223,1,35.0,0,26.0,0,0.0,1.0,-0.8266453028722219,-0.21067574928266666,1.513694229651855,1.0,1.0,0.0
199693,1,28.0,0,154.0,0,0.0,1.0,0.6561168775565288,-0.37456224723785964,-1.2351610144111957,1.0,0.0,1.0
8869,1,34.0,1,152.0,0,1.0,0.0,-0.6332415402076023,0.08793346712629896,0.7966015572875808,0.0,1.0,0.0
198395,1,7.0,1,26.0,0,0.0,1.0,1.0429244028857683,-1.6228533431482572,-1.557852716975119,1.0,1.0,0.0
202914,1,28.0,0,26.0,0,1.0,0.0,0.5271810357801158,0.37625983697799087,0.82050464636639,1.0,0.0,1.0
265736,1,28.0,0,26.0,1,1.0,0.0,1.6231356908796273,1.4504396835542115,0.8563592799846036,2.0,0.0,1.0
95057,1,18.0,1,152.0,0,0.0,1.0,-0.955581144648635,-1.6228533431482572,0.82050464636639,0.0,1.0,0.0
325441,1,28.0,0,26.0,1,0.0,1.0,1.3007960864385943,0.29318373202374554,-1.2949187371082185,1.0,0.0,1.0
303192,1,8.0,0,26.0,0,1.0,0.0,-0.5043056984311891,-1.6228533431482572,-0.6973415101379902,0.0,0.0,1.0
135741,1,46.0,0,124.0,1,0.0,1.0,0.5271810357801158,0.5305025353370967,-0.4344075302710897,1.0,0.0,1.0
18971,1,41.0,0,26.0,0,0.0,1.0,2.654622425090932,0.2788342229861941,-0.5539229756651354,1.0,0.0,1.0
146733,1,28.0,0,26.0,0,1.0,0.0,0.5271810357801158,0.39630267348793113,-0.9483239454654862,1.0,1.0,0.0
143293,1,46.0,0,26.0,1,0.0,1.0,0.4627131148919092,-0.4962716457547435,0.4022005874872301,1.0,0.0,1.0
320851,1,8.0,0,124.0,1,1.0,0.0,0.4627131148919092,0.18785717378455205,-0.5300198865863263,1.0,0.0,1.0
248173,1,28.0,0,154.0,0,0.0,1.0,-0.2464340148783629,-1.6228533431482572,1.513694229651855,1.0,0.0,1.0
335897,1,28.0,1,26.0,0,1.0,0.0,0.3982451940037027,0.34366844195747925,-1.3307733707264322,1.0,1.0,0.0
57351,1,46.0,0,152.0,0,1.0,0.0,-0.955581144648635,-0.07246732013151311,0.736843834590558,0.0,1.0,0.0
269080,1,15.0,1,154.0,0,1.0,0.0,-0.955581144648635,0.0684134872209658,0.3782974984084209,1.0,0.0,1.0
366690,1,13.0,0,160.0,0,0.0,1.0,-0.8911132237604285,-0.3779317675786612,-0.9961301236231044,0.0,0.0,1.0
237262,1,44.0,0,124.0,1,1.0,0.0,-1.0845169864250481,-0.18540434672665498,0.9997778144574585,0.0,0.0,1.0
279022,1,28.0,0,26.0,0,0.0,1.0,1.4297319282150076,0.24601044725252375,-0.5419714311257308,1.0,0.0,1.0
364841,1,28.0,0,26.0,0,0.0,1.0,0.3982451940037027,0.16508386389499669,0.8802623690634128,2.0,0.0,1.0
100270,1,10.0,0,26.0,1,0.0,1.0,0.07590558956266988,-1.6228533431482572,1.6571127641247096,1.0,0.0,1.0
196620,1,46.0,1,152.0,0,0.0,1.0,-0.955581144648635,-0.24715952124858698,1.4419849624154275,0.0,1.0,0.0
182418,1,28.0,0,26.0,1,0.0,1.0,0.7205847984447354,1.9283887153434256,0.21097587485675698,2.0,0.0,1.0
130583,1,27.0,1,160.0,0,1.0,0.0,-0.1174981731019498,0.1799562295371553,0.06755734038390217,1.0,1.0,0.0
250094,1,46.0,0,152.0,1,0.0,1.0,-1.0200490655368415,-0.38135938309775247,-0.2909889957982349,0.0,0.0,1.0
142841,1,15.0,1,152.0,0,1.0,0.0,-0.955581144648635,3.02377330199538,-1.1036940244777456,0.0,1.0,0.0
184356,1,28.0,0,124.0,0,0.0,1.0,0.9784564819975616,0.934031643737228,-0.30294054033763945,1.0,0.0,1.0
103367,1,28.0,0,1.0,0,0.0,1.0,0.07590558956266988,-1.6228533431482572,-1.2112579253323865,0.0,1.0,0.0
216472,1,28.0,1,152.0,0,1.0,0.0,-0.8911132237604285,-0.05695590752816801,1.0595355371544812,0.0,1.0,0.0
321536,1,28.0,0,59.0,1,1.0,0.0,1.0429244028857683,0.7892003642610507,1.071487081693886,2.0,0.0,1.0
292863,1,28.0,0,122.0,1,1.0,0.0,0.5271810357801158,3.1826055194393708,0.4261036765660392,1.0,0.0,1.0
380902,1,45.0,0,122.0,0,1.0,0.0,0.6561168775565288,-0.04841591631958475,1.7049189422823279,1.0,0.0,1.0
76105,1,2.0,1,152.0,0,0.0,1.0,-0.6977094610958088,-1.6228533431482572,-1.4502888161204779,0.0,1.0,0.0
117997,1,24.0,1,145.0,0,0.0,1.0,1.5586677699914206,-1.6228533431482572,1.597355041427687,1.0,1.0,0.0
3221,1,6.0,0,124.0,0,0.0,1.0,-0.7621773819840153,-0.31536326056067365,1.1192932598515042,1.0,0.0,1.0
160353,1,33.0,0,150.0,0,1.0,0.0,0.5916489566683223,0.15305816198903252,1.4061303287972138,1.0,0.0,1.0
267316,1,41.0,0,26.0,1,0.0,1.0,0.785052719332942,-0.15548532990746872,-1.6295619842115465,1.0,0.0,1.0
342421,1,14.0,1,152.0,0,1.0,0.0,-0.7621773819840153,-1.6228533431482572,-0.4105044411922806,0.0,1.0,0.0
179693,1,6.0,1,152.0,0,1.0,0.0,-0.8911132237604285,-0.3149565943126459,1.621258130506496,0.0,1.0,0.0
310539,1,28.0,0,26.0,0,1.0,0.0,1.7520715326560403,1.8672725877826801,0.9519716362998402,1.0,0.0,1.0
120079,1,3.0,1,124.0,0,0.0,1.0,1.4297319282150076,0.513073981850192,-1.5100465388175008,1.0,1.0,0.0
229338,1,8.0,1,26.0,0,0.0,1.0,1.816539453544247,-1.6228533431482572,-0.18342509494359377,1.0,0.0,1.0
163541,1,6.0,0,156.0,1,0.0,1.0,-0.4398377775429826,-0.176631974804913,0.3902490429478255,0.0,0.0,1.0
67236,1,1.0,1,160.0,0,1.0,0.0,-0.955581144648635,-1.6228533431482572,-0.9722270345442953,0.0,1.0,0.0
303357,1,28.0,0,13.0,1,1.0,0.0,0.8495206402211485,1.063002939540322,1.5495488632700687,1.0,0.0,1.0
218515,1,8.0,0,152.0,0,1.0,0.0,-1.0200490655368415,1.2973588887608993,0.11536351854152044,0.0,0.0,1.0
160557,1,31.0,0,148.0,0,1.0,0.0,1.494199849103214,-1.6228533431482572,0.06755734038390217,1.0,0.0,1.0
377263,1,23.0,0,26.0,1,0.0,1.0,-1.0200490655368415,-0.40878030725048237,1.2985664279425726,0.0,0.0,1.0
51601,1,28.0,0,26.0,0,0.0,1.0,0.3982451940037027,-1.6228533431482572,1.2746633388637636,1.0,0.0,1.0
80536,1,8.0,1,152.0,0,1.0,0.0,-0.8266453028722219,1.2172456378994279,-0.2670859067194257,0.0,1.0,0.0
